LastName	FirstName	ID	Residence	DateofBirth
Slaiby	Alexandro	20150399	Zouk Mosbeh	7/9/1989
Youssef	John	20134046	Chekka	10/12/1951
Abi Akl	Romy	20126967	Chekka	19/8/1989
El-Alam	Jean	20183936	Jounieh	1/1/1949
Abi Chahine	Gaelle	20184463	Nahr Ibrahim	31/11/1995
Kmeid	Maria	20153925	Selaata	23/2/1949
Kmeid	Francesca	20111589	Sahel Alma	22/9/1946
Bou-Khalil	Gaelle	20177401	Adma	17/5/1977
Al Rassi	Farah	20165429	Sahel Alma	8/8/1989
Abi Chahine	Sarah	20137139	Byblos	21/3/1993
Ishak	John	20147656	Anfeh	13/6/1982
Frem	Tonia	20119246	Awkar	28/11/1970
Doumiati	Elisa	20180010	Jounieh	11/3/1993
Chayban	Serena	20120050	Batroun	15/5/1963
Zarifeh	Peter	20180663	Selaata	29/7/1975
Chayban	Serena	20146108	Naccache	8/9/1975
Abi Younes	Dennis	20158634	Byblos	25/11/1996
Alkhuder	Rimane	20157900	Zouk Mikael	15/12/1956
Doumiati	Francesca	20169753	Naccache	30/9/1953
Youssef	Yasmina	20118566	Tripoli	9/4/1964
Al Rassi	Louis	20186594	Awkar	31/1/1962
Assaf	Marilyne	20154534	Naccache	10/8/1976
Anastasiou Bountoktzi	Jean	20123841	Sahel Alma	11/7/1960
Frem	Rimane	20119427	Zouk Mosbeh	20/10/1984
Abi Younes	Elisa	20156775	Awkar	18/5/1969
Sfeir	Yasmine	20131217	Blat	2/9/1991
El-Alam	Nour	20183420	Zouk Mikael	3/9/1961
Issa	Mohamad	20146478	Byblos	1/12/1969
Chayban	Frederick	20177741	Batroun	8/5/1986
Kmeid	Francesca	20153870	Awkar	25/9/2000
Frem	Elisa	20189187	Zouk Mosbeh	12/8/1968
El Haddad	Gaelle	20122613	Blat	22/3/1954
Doumiati	Rimane	20137518	Dorms	20/6/1963
Elam	Ghady	20151403	Batroun	17/12/1997
El-Alam	Maria	20123708	Nahr Ibrahim	24/7/1954
Assaf	Rouba	20152710	Selaata	29/2/1954
Sfeir	Yara	20172449	Zouk Mosbeh	2/4/1962
Frem	Layla	20181308	Adma	11/10/1999
Alkadri	Tony	20131735	Adma	3/1/1993
Chayban	Leah	20167940	Naccache	17/11/1960
Alkhuder	Joseph	20125391	Zouk Mikael	1/9/1995
Daher	Yasmina	20172807	Dorms	12/1/1990
Matta	Youmna	20153201	Zouk Mikael	16/3/1948
Assaf	Lea	20115627	Adma	2/11/1989
Haroun	Tonia	20114112	Amchit	22/12/1991
Yaacoub	Nour	20168000	Selaata	19/12/1951
Alkhuder	Jean	20112750	Sahel Alma	24/9/1978
Frem	Ryan	20168313	Awkar	3/11/1964
Matta	Marilyne	20164849	Anfeh	2/5/1987
Doumiati	Sarah	20110196	Batroun	30/8/1969
Kmeid	Joe	20175535	Chekka	11/3/1947
El Teress	Yara	20156947	Dorms	21/4/1998
Youssef	Gaelle	20123227	Naccache	7/4/1949
El-Alam	Dennis	20153574	Amchit	30/3/1976
Rizk	Elisa	20177137	Dbayeh	4/12/1987
Yaacoub	Lamia	20141509	Zouk Mosbeh	19/2/1977
Chayban	Jean	20146963	Zouk Mosbeh	12/5/1981
Bou-Khalil	Jad	20133635	Naccache	26/2/1963
Hachem	Jad	20112268	Naccache	9/1/1953
Chayban	Leah	20169177	Selaata	11/12/1995
El Mouzawak	Nour	20121763	Zouk Mikael	20/5/1962
Doumiati	Maria	20115697	Dorms	21/6/1968
Haroun	Sarah	20187826	Chekka	29/12/1985
Assaf	Peter	20141207	Tripoli	26/3/1985
Daher	Jean	20149224	Dbayeh	20/3/1985
Abi Akl	Sarah	20129767	Byblos	24/11/1998
Frem	Ryan	20121617	Dbayeh	25/5/2000
Zeina	Jad	20111479	Byblos	8/12/1979
Frem	Louis	20170377	Zouk Mikael	31/12/1993
Samarani	Farah	20180848	Sahel Alma	26/12/1975
Slaiby	Ryan	20111814	Selaata	12/7/1977
El-Alam	Farah	20189911	Byblos	7/11/1962
Abi Chahine	Yara	20120087	Zouk Mikael	20/4/1946
Youssef	Francesca	20140909	Zouk Mosbeh	30/10/1988
El Haddad	Ghady	20138905	Tripoli	19/9/1966
Zeina	Sarah	20157886	Batroun	20/1/1961
Abi Chahine	Yara	20178208	Sahel Alma	11/1/1969
Hachem	Serena	20140722	Byblos	8/1/1950
Chayban	Yara	20129853	Byblos	22/12/1991
Al Soueity	Lamia	20179579	Sahel Alma	18/8/1986
El-Alam	Layla	20166303	Awkar	28/7/1956
Abi Chahine	Ghady	20121483	Byblos	12/12/1977
Youssef	Layla	20129196	Awkar	6/10/1949
El Mouzawak	Francesca	20180226	Tripoli	28/2/1970
Charbel	Romy	20123814	Jounieh	20/1/1977
Samarani	Lea	20176866	Zouk Mosbeh	18/2/1948
Matta	Lea	20156573	Dorms	24/2/1979
Hachem	Ghady	20188900	Adma	17/6/1991
Kmeid	Ahed	20163311	Anfeh	28/9/1983
Alkhuder	Jad	20162602	Dbayeh	23/3/1963
Abi Chahine	Romy	20170092	Nahr Ibrahim	30/10/1991
El Haddad	Mohamad	20119597	Batroun	10/2/1964
Faour	Mohamad	20165581	Adma	23/7/1954
Al Rassi	Tony	20181829	Dorms	9/6/1949
Medawar	Farah	20160848	Naccache	25/11/1948
Elam	Joseph	20166240	Dbayeh	17/7/1948
Zarifeh	Elisa	20129066	Amchit	31/2/1985
El Mouzawak	Joseph	20187517	Anfeh	21/4/1965
El Haddad	Francesca	20180911	Adma	7/10/1963
Ishak	Marianne	20181358	Adma	9/12/1991
El Haddad	Yasmine	20165099	Nahr Ibrahim	25/4/1983
Doumiati	Yasmina	20189222	Blat	3/11/1973
Zeina	Jad	20123148	Naccache	26/10/1983
Bou-Khalil	Maria	20144494	Dorms	18/3/1964
Doumiati	Nour	20158963	Dbayeh	8/7/1976
El Mouzawak	Yara	20183307	Zouk Mikael	20/8/1965
Kmeid	Peter	20172182	Dorms	4/1/1957
Kmeid	Nour	20127636	Zouk Mosbeh	10/4/1988
Frem	Lamia	20146169	Sahel Alma	28/7/1957
El-Alam	Lamia	20128778	Sahel Alma	21/2/1989
Hachem	Layla	20155612	Nahr Ibrahim	19/9/1991
Youssef	Francesca	20137667	Jounieh	9/3/1973
Chayban	Youmna	20186037	Blat	22/8/1963
Ishak	Leah	20122265	Chekka	29/12/1977
Al Soueity	Ramza	20134269	Nahr Ibrahim	4/7/1954
Medawar	Layla	20175480	Zouk Mosbeh	5/2/1957
Al Rassi	Maria	20173402	Sahel Alma	17/9/1952
Daher	Nour	20165592	Nahr Ibrahim	14/1/1976
Ghamrawi	Christopher	20166697	Selaata	21/3/1983
Frem	Romy	20153930	Amchit	7/8/1954
Assaf	Yara	20148322	Blat	6/4/1967
Haroun	Marilyne	20147581	Nahr Ibrahim	10/1/1998
Abi Akl	Marianne	20133448	Zouk Mosbeh	31/9/1962
Faour	Farah	20150227	Adma	22/5/1989
Rizk	Tonia	20117261	Batroun	10/5/1992
Frem	Alexandro	20144289	Adma	18/9/1952
Yaacoub	Jean	20157301	Blat	7/9/1996
Doumiati	Serena	20130302	Tripoli	1/3/1996
Abi Chahine	Ghady	20149154	Jounieh	22/11/1985
Doumiati	Maria	20132325	Naccache	1/2/1955
Haroun	Dennis	20118674	Dbayeh	11/7/1945
Abi Chahine	Tonia	20138619	Jounieh	31/9/1961
Daher	Ryan	20166478	Dorms	12/3/1963
Doumiati	Peter	20148484	Blat	26/5/1948
El-Alam	Sarah	20159532	Byblos	22/7/1958
Zarifeh	Christopher	20132689	Byblos	15/11/1953
Medawar	Yasmine	20180238	Batroun	20/1/1986
Abi Younes	Maria	20166806	Dorms	2/5/1949
Alkadri	Rimane	20151516	Zouk Mosbeh	11/4/1982
Alkhuder	Ghady	20123235	Selaata	18/4/1955
Abou Younes	Yara	20118664	Amchit	5/7/1963
Al Soueity	Christopher	20113146	Naccache	16/5/1961
Slaiby	Layla	20160280	Anfeh	3/10/1956
Abou Younes	Tonia	20164936	Byblos	18/3/1963
Al Hallak	Ahed	20159301	Awkar	20/7/1984
El Haddad	Francesca	20162597	Nahr Ibrahim	20/3/1959
Faour	Layla	20156744	Awkar	6/12/1969
Frem	Ghady	20144272	Chekka	25/6/1953
Al Soueity	Lea	20178055	Awkar	20/1/1974
Samarani	Alexandro	20146160	Blat	18/7/1982
Charbel	Lamia	20186687	Zouk Mosbeh	15/6/1946
Assaf	Joseph	20157626	Sahel Alma	19/1/1954
Abi Chahine	Leah	20152218	Jounieh	18/12/1984
Sfeir	Marianne	20158415	Anfeh	30/7/1980
Al Soueity	Yasmine	20128977	Byblos	29/4/1954
Assaf	Frederick	20178424	Blat	18/8/1950
Alkadri	Lea	20161230	Amchit	12/6/1966
Frem	Tonia	20115714	Selaata	8/4/1987
Samarani	Christopher	20113969	Sahel Alma	29/11/1988
Abou Younes	Ryan	20158774	Awkar	1/6/1990
Abi Akl	Ahed	20165649	Amchit	29/10/1979
Abi Younes	Francesca	20165202	Sahel Alma	20/1/1983
Frem	Yara	20157841	Jounieh	31/11/1973
Doumiati	Louis	20149420	Amchit	14/6/1981
Faour	Dennis	20118045	Batroun	1/5/1989
Sfeir	Joe	20153521	Blat	10/6/1962
El-Alam	Tony	20147813	Amchit	29/4/1950
Elam	Gaelle	20180445	Byblos	2/3/1970
El Mouzawak	Jad	20189883	Anfeh	18/1/1975
Abou Younes	Joseph	20140829	Nahr Ibrahim	14/1/1963
Frem	Jad	20188644	Sahel Alma	13/9/1972
Yaacoub	Louis	20189142	Selaata	30/1/1959
Frem	Sarah	20176628	Chekka	30/3/2000
Youssef	Tony	20183114	Batroun	12/9/1967
Hachem	Francesca	20182153	Nahr Ibrahim	26/12/1979
Chayban	Marianne	20182154	Anfeh	15/11/1998
Al Rassi	Marilyne	20169600	Jounieh	31/4/1994
Sfeir	Elisa	20129235	Selaata	4/10/1989
Matta	Ahed	20127029	Naccache	15/1/1990
Abi Akl	Rouba	20123146	Awkar	2/7/1985
Doumiati	Frederick	20180723	Naccache	24/8/1984
Abou Younes	Joe	20170280	Chekka	7/2/1950
El Mouzawak	Joseph	20171389	Tripoli	30/10/1989
Haroun	Ryan	20131356	Sahel Alma	24/2/1948
Alkhuder	Alexandro	20168386	Zouk Mosbeh	26/6/1975
Hachem	Yara	20181843	Batroun	27/2/1974
Haroun	Elisa	20116322	Batroun	15/2/1961
Yaacoub	Tonia	20160574	Batroun	25/4/1965
Anastasiou Bountoktzi	Yara	20114309	Nahr Ibrahim	10/1/1968
Yaacoub	Joseph	20143585	Dorms	22/7/1948
Issa	Yasmine	20142897	Dorms	31/4/1966
El-Alam	Ahed	20155952	Naccache	18/4/1961
Youssef	Lea	20144005	Jounieh	4/8/1956
Frem	Louis	20187820	Zouk Mosbeh	27/9/1990
Slaiby	Rimane	20132541	Dbayeh	5/7/1953
Anastasiou Bountoktzi	Tony	20186964	Blat	5/9/1964
Al Rassi	John	20146886	Zouk Mikael	26/6/1972
Issa	Frederick	20147395	Nahr Ibrahim	8/5/1992
Elam	Youmna	20130920	Dorms	10/7/1970
El Teress	Gaelle	20160296	Chekka	4/3/1998
Doumiati	Ghady	20113811	Amchit	15/8/1977
Abi Chahine	Layla	20163709	Tripoli	13/12/1950
Matta	Yara	20188113	Nahr Ibrahim	26/9/1946
Charbel	Romy	20170763	Sahel Alma	13/4/1973
Bou-Khalil	Marianne	20178822	Zouk Mikael	27/11/1977
Ishak	Louis	20145861	Batroun	27/11/1960
Samarani	Joseph	20145319	Byblos	17/10/1983
Frem	Francesca	20186520	Adma	26/11/1951
Elam	Yara	20168539	Jounieh	23/5/1955
Slaiby	Francesca	20165161	Adma	23/9/1993
El-Alam	Farah	20120060	Naccache	7/11/1968
El-Alam	Romy	20116100	Anfeh	3/2/1953
Zeina	Peter	20145830	Adma	25/4/1953
Matta	Rouba	20184986	Amchit	10/9/1964
Hachem	Layla	20115455	Awkar	7/5/1954
Charbel	Christopher	20149170	Nahr Ibrahim	27/4/1964
Doumiati	Gaelle	20141764	Anfeh	13/4/1984
Medawar	Peter	20135803	Naccache	8/1/1962
Abi Akl	Jad	20145609	Adma	9/3/1980
Al Soueity	Francesca	20171527	Zouk Mosbeh	22/8/1965
Matta	Yasmine	20160396	Awkar	7/11/1953
El Mouzawak	Ahed	20121425	Anfeh	19/2/1973
Youssef	Youmna	20171438	Dbayeh	25/12/1962
Bou-Khalil	Yasmine	20120404	Byblos	30/8/1966
Issa	Mohamad	20156591	Sahel Alma	17/10/1965
Al Hallak	Mohamad	20152253	Dorms	30/9/1975
Ishak	Ahed	20143692	Byblos	7/9/1976
Frem	Peter	20183540	Selaata	7/1/1996
Hachem	Francesca	20147576	Tripoli	8/4/1981
Zeina	Peter	20187405	Nahr Ibrahim	22/9/1967
Alkadri	Lea	20163252	Chekka	12/5/1971
Assaf	Tony	20176967	Sahel Alma	25/4/1977
Sfeir	Yara	20154353	Amchit	15/5/1987
El Mouzawak	Dennis	20171360	Byblos	15/10/1950
Frem	Jean	20110978	Adma	15/12/1959
Alkhuder	Jean	20130028	Naccache	4/10/1985
Youssef	Romy	20145768	Awkar	31/10/1965
Al Hallak	Leah	20155517	Naccache	28/11/1957
Zarifeh	Frederick	20144094	Naccache	20/6/1993
Hachem	Christopher	20117483	Anfeh	26/4/1978
Zeina	Rouba	20170750	Blat	22/7/1957
Youssef	Jean	20115826	Selaata	2/2/1990
Abi Younes	Rimane	20179099	Dorms	24/12/1987
El Teress	Christopher	20133084	Naccache	27/11/1989
Charbel	Frederick	20185313	Chekka	13/10/1983
Alkadri	Alexandro	20173245	Dbayeh	9/6/1950
Alkadri	Nour	20137460	Awkar	6/7/1992
Issa	Leah	20128130	Nahr Ibrahim	19/6/1946
Doumiati	Youmna	20123931	Tripoli	7/10/1971
Kmeid	Yasmine	20178695	Adma	24/3/1994
Al Rassi	Joe	20184503	Nahr Ibrahim	4/10/1989
Daher	Maria	20184210	Blat	24/3/1991
Abou Younes	Jean	20114596	Selaata	9/11/1953
Youssef	Ryan	20127377	Zouk Mikael	9/2/1956
Al Hallak	Yara	20112644	Anfeh	19/3/1958
Samarani	Christopher	20151939	Naccache	17/4/1981
Charbel	Yasmina	20180930	Chekka	29/6/1965
Abi Younes	John	20174048	Zouk Mikael	12/10/1966
Al Rassi	Rouba	20155217	Blat	29/6/1990
Faour	Lamia	20158657	Blat	30/12/1985
Abi Younes	Nour	20128310	Chekka	20/5/1973
Slaiby	Joe	20164381	Adma	28/4/1965
Frem	Ghady	20114449	Chekka	1/10/1952
Zeina	Joe	20117240	Jounieh	25/2/1971
El Mouzawak	Serena	20116377	Amchit	22/2/1972
Rizk	Ghady	20153103	Sahel Alma	26/12/1959
Elam	Ryan	20154007	Dbayeh	13/6/1973
Abi Younes	Rimane	20139687	Tripoli	8/12/1997
Medawar	Tony	20161460	Sahel Alma	4/10/1950
Alkhuder	Francesca	20111399	Sahel Alma	3/8/1979
Zeina	Joseph	20139596	Naccache	12/1/1965
Yaacoub	Nour	20184729	Sahel Alma	18/4/1979
Charbel	Gaelle	20186127	Anfeh	28/10/1969
Samarani	Rimane	20128296	Nahr Ibrahim	11/9/1949
Charbel	Marilyne	20183600	Zouk Mikael	23/9/1983
Assaf	Peter	20110778	Adma	16/9/1970
Abi Akl	Jean	20132491	Naccache	2/4/1974
Alkadri	Rouba	20142365	Sahel Alma	21/4/1991
Elam	Marilyne	20111989	Naccache	26/8/1977
Al Soueity	Joe	20141788	Nahr Ibrahim	25/11/1950
Al Rassi	Francesca	20170324	Blat	10/11/1971
El Haddad	Ahed	20180128	Chekka	19/6/1973
El-Alam	Christopher	20142218	Zouk Mosbeh	27/7/1990
Alkadri	Ahed	20116690	Sahel Alma	21/6/1975
Yaacoub	Gaelle	20159347	Anfeh	9/6/1990
El Teress	Alexandro	20171302	Batroun	29/10/1959
Abi Chahine	Tony	20183511	Jounieh	3/5/1949
Rizk	Farah	20112247	Dbayeh	31/7/1950
Assaf	Gaelle	20152242	Byblos	26/12/1979
Rizk	Marilyne	20113935	Zouk Mosbeh	27/12/1988
Zarifeh	Marianne	20174264	Naccache	22/7/1964
Yaacoub	Joe	20119017	Nahr Ibrahim	14/8/1973
Sfeir	Nour	20128544	Anfeh	13/8/1958
Slaiby	Gaelle	20116290	Adma	27/11/1994
Medawar	Yara	20181101	Dorms	5/3/1996
Matta	Gaelle	20125047	Zouk Mikael	16/3/1981
Abou Younes	Yara	20160187	Selaata	21/12/2000
Al Soueity	Lamia	20178111	Blat	28/9/1999
Frem	Alexandro	20150676	Jounieh	8/6/1987
Anastasiou Bountoktzi	Yara	20155645	Dbayeh	10/8/1990
El-Alam	Ahed	20152497	Naccache	17/5/1949
Alkadri	Louis	20189314	Selaata	25/5/1953
El-Alam	Farah	20135100	Zouk Mosbeh	6/12/1979
Youssef	Ghady	20136383	Sahel Alma	24/10/1979
Daher	Gaelle	20170091	Chekka	5/1/1952
Haroun	Sarah	20161381	Adma	14/9/1954
Frem	Dennis	20149734	Adma	15/8/1968
Alkhuder	Marilyne	20186831	Sahel Alma	19/9/1969
Matta	Dennis	20173735	Batroun	18/2/1990
Abi Akl	Rimane	20155346	Selaata	6/2/1978
Zeina	Gaelle	20179750	Adma	24/5/1992
Faour	Joseph	20172070	Amchit	29/1/1958
Ishak	Yasmine	20156651	Jounieh	8/1/1975
Charbel	Youmna	20134713	Zouk Mikael	14/3/1990
Chayban	Jad	20151499	Jounieh	30/11/1995
Haroun	Serena	20159659	Jounieh	22/2/1989
Frem	Dennis	20130516	Zouk Mosbeh	10/3/1988
El-Alam	Romy	20178487	Dorms	21/5/1965
Abi Chahine	Farah	20122753	Dorms	25/9/1996
Al Soueity	Dennis	20177555	Dbayeh	30/10/1950
Medawar	Lamia	20112175	Chekka	26/11/1988
Slaiby	Lamia	20132708	Blat	16/5/1988
Al Hallak	Rimane	20178665	Blat	27/10/1963
Al Soueity	Alexandro	20156553	Anfeh	17/2/1969
Al Hallak	Farah	20161706	Zouk Mosbeh	18/11/1952
El Haddad	Tony	20110659	Nahr Ibrahim	19/1/1956
Abi Akl	Joseph	20130004	Amchit	15/9/1951
Rizk	John	20135506	Chekka	1/3/1999
Ghamrawi	Tonia	20139783	Batroun	2/11/1955
Rizk	Tony	20110633	Adma	11/9/1955
Abi Chahine	John	20180749	Zouk Mosbeh	25/5/1993
Kmeid	Alexandro	20133061	Chekka	20/6/1951
Ghamrawi	Ahed	20118291	Amchit	26/7/1999
Elam	Sarah	20114263	Zouk Mosbeh	28/6/1977
Al Rassi	Alexandro	20185785	Awkar	1/1/1987
Bou-Khalil	Joe	20147965	Naccache	10/1/1967
Assaf	Farah	20186698	Adma	24/12/1981
Al Hallak	Rouba	20149382	Naccache	24/12/1955
Yaacoub	Francesca	20145935	Jounieh	16/10/1964
Frem	Lamia	20164672	Selaata	7/11/1991
El-Alam	Yara	20160664	Anfeh	25/2/1945
Samarani	Yasmina	20168755	Dbayeh	29/4/1971
Abi Chahine	Yara	20129355	Zouk Mosbeh	15/1/1995
Abi Younes	Farah	20143173	Batroun	10/6/1990
Abi Chahine	Francesca	20126307	Naccache	27/7/1959
Faour	Yasmine	20128333	Adma	22/4/1959
Youssef	Gaelle	20177683	Zouk Mosbeh	3/9/1967
Daher	Frederick	20186484	Chekka	16/12/1948
Matta	Serena	20121006	Chekka	20/5/1962
Youssef	Yasmina	20151705	Dorms	16/4/1975
Alkadri	Lea	20164650	Naccache	12/3/1988
Chayban	Jad	20146140	Dbayeh	24/9/1968
Ishak	Yasmina	20130839	Anfeh	11/5/1996
Alkhuder	Nour	20155444	Amchit	17/11/1990
Ishak	Alexandro	20187107	Sahel Alma	23/2/1957
Sfeir	Ramza	20155162	Dbayeh	10/8/1971
Assaf	Serena	20116899	Adma	6/4/1948
Abou Younes	Marianne	20133848	Naccache	23/2/1946
Zarifeh	Tonia	20137987	Jounieh	17/4/1959
Medawar	Peter	20125886	Dbayeh	5/1/1949
Doumiati	Alexandro	20188927	Adma	19/4/1996
Faour	Ryan	20165329	Adma	30/10/1959
Yaacoub	Layla	20128884	Adma	24/8/1981
Alkadri	Romy	20144037	Zouk Mosbeh	10/4/1953
Al Rassi	Marianne	20121540	Tripoli	14/11/1998
Hachem	Dennis	20157755	Naccache	9/10/1981
Abi Akl	Leah	20174889	Naccache	7/8/1951
Frem	Dennis	20127401	Zouk Mikael	31/9/1956
Assaf	Yasmine	20157292	Amchit	17/5/1956
Elam	Tony	20138388	Byblos	8/10/1958
Abou Younes	Nour	20160589	Dorms	12/7/1954
Rizk	Leah	20139394	Sahel Alma	20/7/1972
Abi Akl	Romy	20187182	Chekka	7/1/1952
Youssef	Lamia	20122960	Sahel Alma	1/3/1967
Ishak	Mohamad	20170730	Adma	18/9/1986
Hachem	Romy	20186287	Dbayeh	24/7/1987
El Teress	Jad	20155214	Nahr Ibrahim	10/6/1952
Al Soueity	Tony	20118852	Tripoli	12/12/1949
El-Alam	John	20174089	Batroun	2/12/1988
Abi Akl	Romy	20157388	Naccache	2/7/1969
Hachem	Leah	20188456	Dbayeh	5/12/1982
Al Rassi	Marilyne	20124450	Zouk Mikael	6/6/1994
Al Hallak	Francesca	20172160	Byblos	12/10/1961
Charbel	Romy	20169340	Batroun	3/10/1975
Al Hallak	Yasmine	20134021	Chekka	28/3/1989
Issa	Yasmina	20121436	Adma	11/3/1976
Sfeir	Elisa	20148664	Nahr Ibrahim	22/2/1959
Charbel	Ahed	20122396	Byblos	9/10/1969
Kmeid	Elisa	20174122	Zouk Mosbeh	9/11/1952
Ishak	Ryan	20160366	Awkar	21/12/1974
Slaiby	Peter	20178506	Batroun	22/12/1950
Issa	Sarah	20134792	Anfeh	7/11/1971
Issa	Yasmina	20153566	Zouk Mikael	12/9/1963
Zarifeh	Sarah	20126468	Nahr Ibrahim	21/9/1967
Matta	Sarah	20140199	Adma	10/1/1991
El Teress	Joe	20185802	Tripoli	12/9/1970
El Teress	Mohamad	20120408	Sahel Alma	30/12/1950
Bou-Khalil	Youmna	20135333	Anfeh	6/12/1998
El-Alam	Marilyne	20161354	Amchit	20/7/1965
Issa	Frederick	20112511	Awkar	23/6/1989
Alkadri	John	20168295	Jounieh	3/3/1952
Al Hallak	Dennis	20135751	Sahel Alma	12/11/1960
Doumiati	Yara	20148464	Tripoli	9/11/1967
Issa	Jean	20137626	Amchit	27/5/1988
Ghamrawi	Ghady	20167342	Selaata	23/9/1958
El Mouzawak	Marianne	20130898	Byblos	18/2/1974
Rizk	Dennis	20118155	Naccache	29/7/1953
Kmeid	Ghady	20121516	Zouk Mosbeh	30/10/1994
Haroun	Leah	20149832	Dbayeh	18/11/1995
Doumiati	Romy	20131631	Tripoli	26/7/1959
Ghamrawi	Peter	20115271	Zouk Mikael	31/8/1981
Abi Younes	Ryan	20111396	Selaata	18/4/1953
Assaf	Sarah	20140069	Naccache	12/4/1982
Al Rassi	Leah	20166511	Zouk Mosbeh	15/4/1957
Elam	Rimane	20142268	Anfeh	10/3/1998
Charbel	Dennis	20187482	Amchit	7/8/1981
Samarani	John	20176557	Blat	14/9/1952
Hachem	Ahed	20127010	Chekka	12/4/1977
El Haddad	Marilyne	20184905	Dorms	20/5/1953
Abi Chahine	Jean	20153042	Dbayeh	4/6/1962
Abi Chahine	Youmna	20151426	Adma	4/12/1960
Samarani	Ramza	20117241	Batroun	25/11/1959
Sfeir	Louis	20110267	Tripoli	16/1/1945
Al Rassi	Peter	20114698	Zouk Mosbeh	29/3/1999
Frem	Lea	20137849	Naccache	9/9/1963
Slaiby	Louis	20131205	Selaata	24/3/1996
Anastasiou Bountoktzi	Yasmina	20119680	Amchit	2/4/1980
Alkhuder	Ryan	20138862	Byblos	10/8/1956
El Haddad	Nour	20145417	Selaata	22/10/1970
Youssef	Ghady	20123649	Zouk Mosbeh	14/9/1948
Yaacoub	Joe	20179958	Adma	9/1/1949
Abi Younes	Louis	20133895	Blat	28/4/1997
Abou Younes	Yara	20154780	Chekka	11/6/1994
Elam	Leah	20188408	Sahel Alma	29/5/1972
Ishak	Jad	20156190	Awkar	24/11/1990
El Teress	Tony	20177103	Tripoli	2/1/1999
Slaiby	Yara	20136375	Tripoli	28/4/1999
Sfeir	Louis	20134035	Jounieh	30/11/1956
Faour	Yara	20166074	Anfeh	11/1/1972
Assaf	Maria	20136745	Anfeh	29/1/1992
Frem	Nour	20185987	Zouk Mikael	28/11/1969
Bou-Khalil	Marilyne	20127842	Awkar	29/12/1973
Charbel	Joseph	20135279	Naccache	23/5/1985
Slaiby	Rouba	20150081	Anfeh	8/3/1970
Matta	Frederick	20157095	Batroun	21/10/1982
El Haddad	Romy	20174021	Awkar	23/12/1952
Zeina	Farah	20143710	Blat	21/7/1967
Rizk	Serena	20160143	Batroun	22/3/1981
Youssef	Yara	20166272	Naccache	23/1/1984
Frem	Peter	20136227	Dorms	15/8/1960
Frem	Ghady	20182807	Selaata	10/8/1969
Hachem	Maria	20138699	Anfeh	14/6/1980
Medawar	Marianne	20132633	Nahr Ibrahim	6/11/1973
Bou-Khalil	Joe	20163058	Tripoli	20/5/1961
Alkadri	Jean	20113068	Jounieh	3/2/1984
Issa	Jad	20188002	Zouk Mikael	29/9/1950
Abi Chahine	Sarah	20163998	Adma	31/7/1954
Rizk	Tonia	20133752	Selaata	20/4/1972
Sfeir	Louis	20141568	Tripoli	2/12/1987
Al Soueity	Yasmina	20129099	Dorms	14/11/1974
Assaf	Leah	20137501	Dbayeh	26/1/1963
Alkadri	Joe	20113976	Zouk Mosbeh	28/6/1963
Alkadri	Yasmine	20126480	Awkar	5/8/1976
Charbel	John	20186988	Jounieh	15/11/1988
Bou-Khalil	Nour	20176197	Byblos	28/2/1945
Al Hallak	Maria	20184043	Batroun	21/3/1956
Assaf	Ghady	20133115	Blat	31/10/1952
Alkhuder	Gaelle	20134731	Tripoli	26/12/1949
Al Hallak	John	20140259	Zouk Mosbeh	12/2/1945
Al Soueity	Jad	20124644	Awkar	20/2/1975
El Haddad	Jean	20187183	Blat	13/10/1994
Medawar	Ahed	20185891	Sahel Alma	10/3/1981
El Haddad	Tonia	20186764	Sahel Alma	1/3/1978
Ishak	Youmna	20180114	Chekka	2/1/1965
El Teress	Sarah	20131484	Amchit	12/5/1991
Kmeid	Lea	20115530	Batroun	25/11/1975
Sfeir	Christopher	20162426	Zouk Mosbeh	3/10/1952
Elam	Ahed	20175858	Sahel Alma	2/2/1991
El Mouzawak	Serena	20117174	Sahel Alma	9/7/1952
Anastasiou Bountoktzi	Nour	20154632	Adma	14/6/1993
Assaf	Alexandro	20152265	Naccache	17/9/1980
Youssef	Serena	20147241	Tripoli	24/1/1982
Yaacoub	Elisa	20152419	Chekka	27/2/1947
Zeina	Peter	20165583	Jounieh	12/11/1960
Sfeir	Lamia	20167430	Nahr Ibrahim	25/9/1967
Faour	Alexandro	20186720	Dorms	8/11/1946
Zeina	Ahed	20133150	Chekka	31/1/1950
Abi Akl	Francesca	20115248	Batroun	9/6/1969
Abi Akl	Tonia	20139308	Nahr Ibrahim	27/5/1979
Al Hallak	Layla	20118301	Amchit	20/7/1968
Zeina	Sarah	20133898	Dbayeh	16/10/1957
Rizk	Serena	20185692	Naccache	28/12/1973
El Teress	Farah	20124071	Dbayeh	12/2/1972
Al Rassi	Jean	20117555	Amchit	24/1/1954
Chayban	Rimane	20174379	Batroun	2/3/1979
Assaf	Yasmina	20120363	Sahel Alma	18/11/1979
Zarifeh	Tonia	20178367	Byblos	15/6/1976
Al Rassi	Jean	20180367	Dorms	10/4/1969
Alkadri	Gaelle	20185952	Tripoli	10/9/1952
Ghamrawi	Tonia	20127626	Nahr Ibrahim	9/2/1986
Al Rassi	Serena	20136365	Nahr Ibrahim	26/2/1979
Al Hallak	Yara	20114686	Nahr Ibrahim	7/8/1988
